HouseID,Area_sqft,Bedrooms,Bathrooms,Floors,HouseAge,Garage,LocationScore,SchoolRating,CrimeRate,DistanceCity_km,Price
2491,2018,4,1,1,26,0,6,4,8,23,3439164
2492,4530,2,4,1,26,1,7,10,5,26,4153808
2493,958,2,5,3,2,3,7,2,1,7,4588460
2494,1695,5,5,3,37,0,6,3,5,37,4815056
2495,1943,2,3,3,6,2,7,7,4,47,4016214
2496,2363,4,4,2,38,3,4,7,7,24,4547853
2497,4766,1,1,2,25,0,7,10,7,18,2512432
2498,1467,3,1,3,32,0,3,10,1,5,3205813
2499,654,1,2,2,9,1,4,3,7,33,1419502
2500,2572,6,1,2,6,2,10,1,9,34,5489803
2501,3557,3,1,1,14,1,10,5,9,24,3740965
2502,1809,3,5,3,15,2,9,5,10,44,4713791
2503,2839,6,2,3,3,2,2,1,1,11,5493951
2504,1171,4,1,2,33,1,1,6,7,18,2970545
2505,2920,4,3,1,13,1,3,7,4,32,4218942
2506,1884,2,5,1,14,2,3,8,6,6,3816750
2507,4483,6,4,3,31,1,5,9,6,29,6414592
2508,4699,5,5,3,34,1,6,10,3,2,6206012
2509,3180,6,5,3,31,3,2,5,3,33,6056828
2510,1000,1,3,3,36,1,9,4,7,43,2513788
2511,629,2,4,2,26,0,7,5,2,25,3486882
2512,3941,1,1,3,30,3,4,4,9,45,2038528
2513,1241,3,1,3,29,0,8,6,3,14,3157672
2514,4978,4,5,1,17,3,5,7,4,16,6157680
2515,2194,4,4,1,1,1,7,8,9,31,5080174
2516,4720,4,2,3,6,0,7,7,2,43,4680539
2517,2361,3,1,3,25,2,8,7,3,24,3650849
2518,3498,2,1,2,9,3,3,9,9,33,3149633
2519,2678,2,5,1,33,0,5,7,9,18,3548560
2520,3038,1,2,3,15,1,7,6,7,9,2539469
2521,3691,5,3,2,29,2,7,1,3,10,5175320
2522,1571,4,4,2,37,3,8,10,6,34,5321111
2523,4629,3,5,1,32,3,1,4,1,40,4692168
2524,3221,1,5,3,30,3,7,10,4,11,4525794
2525,609,1,4,2,3,1,5,1,2,25,2500010
2526,625,4,2,3,8,1,6,8,10,20,4318978
2527,2760,6,2,3,31,2,8,1,7,31,5153485
2528,691,6,2,3,25,3,10,10,8,40,6168433
2529,3494,6,3,2,34,3,2,5,2,7,5739176
2530,785,1,4,2,21,3,4,7,10,15,2968238
2531,2757,1,1,1,15,0,2,1,2,4,1455050
2532,4036,1,2,2,7,0,7,9,3,15,3088016
2533,3845,1,1,1,1,2,9,1,5,11,2520311
2534,3466,1,1,2,23,2,2,2,4,35,1450455
2535,1291,4,4,3,40,1,3,6,3,6,4258317
2536,1289,5,2,2,40,1,7,9,5,22,4958684
2537,4403,2,3,2,26,1,2,7,7,31,2881498
2538,2489,4,4,1,40,3,5,10,1,20,5562115
2539,1443,6,5,2,27,1,6,5,4,30,6182580
2540,1776,2,1,2,19,3,5,3,7,16,2564477
2541,811,3,1,2,6,2,8,6,9,40,3308602
2542,4931,1,1,1,30,1,2,6,10,26,1553332
2543,947,5,3,1,37,0,7,9,9,20,4720958
2544,2804,2,4,2,20,2,1,2,7,44,2756139
2545,2589,2,5,3,20,1,10,7,3,37,4464059
2546,1648,2,3,3,37,1,4,10,9,15,2685724
2547,2880,4,4,3,6,2,9,10,9,16,5714059
2548,2607,6,2,2,22,2,8,10,5,32,5977117
2549,3184,6,5,3,5,2,4,1,10,24,5787253
2550,962,2,1,3,0,3,3,1,7,9,2482934
2551,3647,4,3,1,23,1,2,3,1,23,3892844
2552,1220,3,5,3,8,0,9,5,6,39,4439859
2553,3355,3,3,1,17,2,1,1,10,35,3015213
2554,3993,6,2,2,19,3,6,5,2,7,6319648
2555,2496,4,4,2,28,2,5,6,10,19,4545939
2556,932,6,2,3,32,2,1,6,5,15,4463985
2557,2189,2,4,3,24,2,6,3,9,46,3033134
2558,1591,3,4,1,31,1,3,4,5,25,3505273
2559,1890,4,3,3,12,2,7,7,10,7,5019240
2560,4858,2,2,2,17,1,10,3,10,47,3434669
2561,987,3,4,2,39,2,9,2,9,9,3638063
2562,1143,6,2,2,26,1,7,9,5,43,5401813
2563,4221,6,5,1,20,0,7,6,6,32,6342372
2564,1169,5,1,1,20,3,9,4,1,39,4990089
2565,3744,3,1,3,37,2,9,2,5,34,3325044
2566,3755,3,5,3,2,2,2,4,1,39,4633358
2567,2122,2,5,2,3,0,8,1,7,12,3621504
2568,3465,1,3,2,28,2,4,1,9,3,1966765
2569,718,6,2,1,32,2,5,6,5,7,5262290
2570,4035,6,3,2,2,0,9,6,9,18,5909939
2571,4487,3,5,2,6,0,5,3,10,17,4429091
2572,4479,5,2,1,20,1,10,1,1,9,5417723
2573,3222,5,5,3,21,3,7,4,5,21,6241552
2574,1790,2,1,1,9,0,5,9,5,35,2834831
2575,2413,6,1,2,23,3,3,2,3,40,4611636
2576,1945,2,2,2,2,0,10,9,7,23,3387767
2577,3218,5,5,1,18,3,8,3,7,23,5931351
2578,3383,6,4,2,21,1,2,3,2,49,5663471
2579,4410,1,2,3,13,2,10,9,1,33,3634946
2580,3029,4,1,2,3,2,6,8,1,24,4710794
2581,1134,5,5,2,4,0,6,8,10,48,5722675
2582,3854,1,5,1,13,3,3,10,2,5,4211686
2583,1599,6,4,1,18,2,1,9,1,12,5953222
2584,1198,2,3,3,30,0,6,1,1,13,2891429
2585,1773,1,2,3,1,1,1,8,10,3,2036270
2586,2066,4,2,2,40,2,3,10,6,21,3841159
2587,2431,5,1,2,4,1,8,7,2,18,5403879
2588,4963,6,3,1,12,2,7,4,3,23,6475236
2589,3600,5,1,3,6,2,9,1,1,22,4883431
2590,951,2,3,1,19,2,8,10,5,8,3904163
2591,997,5,3,3,40,3,10,6,9,5,5538773
2592,833,1,5,1,32,2,9,4,5,41,3617618
2593,1128,5,2,3,11,3,9,10,8,42,5652217
2594,4613,2,3,3,11,0,1,9,9,31,2805117
2595,2403,6,4,3,5,2,3,3,7,39,5508878
2596,1353,1,3,1,29,1,10,5,9,37,2744493
2597,3450,2,4,2,26,0,3,2,8,11,2948788
2598,1954,5,5,3,27,1,7,9,6,21,5988493
2599,2756,2,4,3,39,3,8,2,2,15,3674283
2600,4327,4,4,2,35,1,2,5,8,43,4071837
2601,2896,3,3,3,7,2,10,7,10,1,4791448
2602,2342,4,4,2,29,2,8,6,3,22,4989989
2603,2807,5,4,1,27,3,5,5,4,26,5323471
2604,4092,1,5,1,1,1,3,9,2,34,4056864
2605,1578,1,1,1,16,1,2,4,3,31,1632528
2606,4614,3,4,2,13,0,4,8,10,32,4270970
2607,2996,4,3,3,31,2,7,4,5,23,4436965
2608,4014,6,2,2,10,0,9,6,6,15,6123247
2609,1687,1,2,2,10,3,6,9,5,21,3023384
2610,2146,5,5,1,7,1,4,7,9,13,5777491
2611,2749,4,1,3,24,0,2,9,6,17,3439731
2612,2982,3,3,2,1,2,4,9,1,21,4669055
2613,4963,2,3,3,3,2,10,4,3,14,4767326
2614,1118,2,3,1,7,1,9,5,2,46,3890521
2615,4722,3,5,1,14,1,5,9,10,10,4689257
2616,2217,3,3,2,40,0,10,7,5,27,3895933
2617,4944,2,2,2,8,0,1,9,8,13,2935674
2618,616,5,5,3,24,0,4,7,7,43,5013304
2619,4878,3,2,2,40,0,3,2,1,47,2816029
2620,2074,4,1,3,10,1,10,6,8,35,4355765
2621,3109,6,2,3,6,3,9,7,9,1,6402500
2622,3206,3,1,3,0,3,6,4,1,37,4276682
2623,2127,4,4,3,16,0,9,8,8,35,5304819
2624,1283,3,5,1,17,3,8,6,2,9,5534071
2625,3043,3,1,1,17,0,4,8,5,47,3283080
2626,1141,1,3,3,40,0,4,5,9,45,1421449
2627,3232,4,2,3,24,2,4,9,4,6,4598838
2628,3801,3,3,1,36,3,6,3,4,39,3691118
2629,4217,1,5,3,17,3,8,9,1,35,4937187
2630,1645,6,5,3,0,2,6,10,9,22,7043747
2631,1642,6,3,2,31,0,5,9,10,1,5484031
2632,4649,5,2,3,24,2,7,1,9,17,4738021
2633,4100,3,3,2,24,0,3,10,6,28,3503089
2634,3015,1,1,2,4,3,1,2,3,19,1939026
2635,2331,5,2,1,0,1,4,10,4,7,5039181
2636,4114,3,1,2,35,0,10,1,5,3,3439105
2637,3471,3,2,2,5,2,2,1,4,1,3258060
2638,3238,1,1,3,15,3,1,9,3,34,2034381
2639,2155,5,4,3,28,2,8,5,4,40,5632625
2640,3690,6,1,3,0,3,2,7,10,43,4873536
2641,3705,3,3,2,19,3,10,1,2,32,4719888
2642,2936,5,1,2,35,2,3,3,2,32,4034164
2643,1390,3,2,3,17,1,9,6,8,32,3420334
2644,1318,3,2,2,32,3,4,5,3,21,3660501
2645,1610,1,3,3,2,3,10,6,5,27,4009006
2646,2061,3,2,3,11,2,9,7,7,44,3891168
2647,3935,1,3,2,18,2,8,8,1,32,3962886
2648,1705,2,4,3,0,0,3,8,2,20,3514989
2649,1176,5,2,2,33,3,9,8,6,1,5426074
2650,2288,6,5,1,6,3,9,3,7,43,7216268
2651,3427,4,2,3,7,2,5,3,8,28,3929073
2652,3459,2,2,1,38,0,9,8,5,18,3136675
2653,2597,2,5,3,32,2,2,6,3,32,3430425
2654,2003,1,2,3,14,1,10,7,4,30,3096461
2655,2145,4,4,1,38,2,5,7,5,28,4899968
2656,631,2,3,2,16,3,3,5,6,36,2928204
2657,2644,3,4,3,24,3,2,9,9,28,4112740
2658,4159,5,2,3,19,3,5,3,9,34,4931159
2659,3435,2,5,1,16,0,4,1,8,15,3172229
2660,4864,1,5,1,3,0,6,8,5,26,3736369
2661,933,4,4,3,7,3,4,4,5,37,4919310
2662,2549,1,3,2,7,1,9,9,1,11,4028550
2663,4779,6,2,3,37,0,8,8,5,16,5411825
2664,1936,4,2,3,10,2,3,4,10,33,3850570
2665,636,6,2,1,39,0,9,5,6,40,5085130
2666,1007,2,5,1,32,2,10,9,9,20,4233308
2667,3347,1,3,2,38,2,5,2,4,28,2628993
2668,4501,3,4,1,3,3,7,7,7,10,5239439
2669,1927,1,5,1,37,0,9,4,5,37,3164319
2670,2554,1,4,1,26,1,10,9,6,10,3454810
2671,4909,5,1,1,37,0,7,2,3,26,3966201
2672,2053,1,1,3,25,3,4,1,7,25,1628316
2673,1259,1,4,3,12,1,10,4,10,3,2941913
2674,2192,4,2,2,25,1,8,7,5,30,4369464
2675,4717,3,1,1,12,1,4,1,3,42,3338994
2676,4916,5,3,3,3,2,8,10,8,42,6199363
2677,3040,6,5,1,40,1,6,6,10,17,6052313
2678,3027,2,1,2,8,1,2,10,3,48,2533301
2679,1323,1,2,3,3,3,2,8,10,30,2530958
2680,3124,1,2,1,21,2,4,8,6,1,2342191
2681,4762,1,4,2,21,3,3,10,10,13,3339611
2682,2519,2,4,3,11,3,5,10,10,41,3802957
2683,2492,4,1,2,31,0,2,3,3,10,3084187
2684,2128,2,3,2,28,1,10,10,4,2,4003885
2685,4014,4,2,3,18,0,4,6,6,42,3767629
2686,4971,4,4,1,11,2,3,2,10,7,4817818
2687,677,2,4,2,28,3,8,3,5,27,3551338
2688,1811,2,5,1,14,0,1,1,9,10,2527445
2689,4728,6,4,2,37,3,2,9,5,43,6122345
2690,3724,1,3,1,37,0,8,7,5,11,2584009
2691,3775,6,5,2,8,1,10,1,9,31,6684242
2692,4678,3,5,2,29,2,4,4,6,46,4419467
2693,3407,3,5,2,16,0,9,4,1,36,5171513
2694,3345,3,2,2,13,0,6,5,6,11,3735451
2695,3047,4,2,1,17,3,8,10,10,48,5073413
2696,2148,5,4,1,20,0,7,10,5,10,5952057
2697,1162,1,2,2,38,3,6,10,10,46,2331832
2698,3149,1,2,3,25,2,9,6,8,8,3112976
2699,3486,2,5,1,26,1,5,2,10,10,3179517
2700,1012,5,1,3,36,1,5,1,5,46,3252846
2701,4008,5,5,1,10,2,7,5,3,42,6204146
2702,4900,2,1,1,28,2,4,8,9,26,2520010
2703,1865,1,3,2,5,0,1,7,5,27,2389254
2704,2658,3,2,1,34,3,5,2,1,49,3350891
2705,1917,4,1,3,18,3,3,2,7,43,3186332
2706,2921,1,2,2,5,0,8,2,3,50,2654928
2707,4992,6,2,1,33,1,5,5,7,21,5515176
2708,3183,4,3,2,8,3,7,6,4,18,5332427
2709,4384,4,3,2,6,1,9,10,10,15,5201135
2710,3932,2,2,2,6,0,5,6,10,37,2866069
2711,1811,6,5,2,15,1,4,4,9,43,5524084
2712,3963,5,4,1,39,2,3,4,5,36,5122301
2713,1567,3,1,3,16,1,1,8,7,28,2914406
2714,991,5,1,1,18,1,8,2,2,19,4529116
2715,4589,6,2,2,36,0,3,3,4,46,4376853
2716,1914,1,1,1,34,1,9,2,5,40,1613453
2717,1931,5,3,1,25,3,3,8,6,2,4915383
2718,4162,5,1,3,39,3,6,2,8,50,4008734
2719,4225,5,4,2,39,3,10,10,1,34,6928976
2720,1510,2,5,1,36,1,5,9,9,17,3309879
2721,4532,3,1,1,24,3,7,6,1,44,3823550
2722,1023,5,4,2,7,0,10,6,8,28,5653352
2723,2636,5,2,3,26,0,4,8,9,1,4560662
2724,2687,4,5,1,14,1,8,2,7,11,5163354
2725,3285,5,3,2,26,0,6,3,4,37,4509169
2726,4383,3,4,3,29,2,3,3,1,50,3820788
2727,1728,5,1,1,1,2,3,5,3,12,4739053
2728,1311,4,4,3,40,2,2,9,1,19,4316950
2729,3761,4,3,2,27,1,10,7,10,13,4928664
2730,4682,1,1,1,9,2,1,8,7,31,1821121
2731,3058,1,3,2,36,3,7,9,8,10,3161387
2732,4694,4,2,3,35,3,6,9,1,37,4766723
2733,3413,2,5,1,9,0,10,6,4,41,4538429
2734,2070,5,4,2,9,3,8,9,7,44,6110178
2735,1899,5,2,2,13,0,8,2,1,36,4488778
2736,904,6,1,3,27,2,10,8,4,25,5887081
2737,3193,5,4,2,38,2,7,8,8,46,5737278
2738,4406,6,2,3,9,2,10,6,3,16,6311698
2739,1571,1,5,1,25,1,4,7,2,36,3206756
2740,2321,5,4,2,40,1,9,1,8,2,5300500
2741,604,3,5,2,12,1,8,2,6,16,4226057
2742,2936,3,4,1,11,0,6,6,2,50,4227606
2743,2357,2,5,1,30,1,9,6,3,45,3967559
2744,4332,2,2,1,0,2,4,4,10,17,3017129
2745,4988,5,2,3,30,3,7,3,1,9,5403197
2746,3857,5,4,3,14,3,9,10,4,31,6890853
2747,4861,4,3,1,26,1,5,10,10,27,4783974
2748,616,1,1,1,23,1,8,8,4,7,2042164
2749,1475,4,3,2,21,2,10,4,4,39,4723631
2750,2000,4,3,3,32,2,8,3,9,31,4005184
2751,4877,4,4,1,9,2,6,1,10,26,4771254
2752,4251,4,5,2,17,0,2,4,5,27,4516206
2753,1795,2,1,1,13,1,5,10,5,41,2704509
2754,1645,5,2,1,14,1,2,3,10,31,3766650
2755,3138,3,2,1,0,2,2,4,4,43,3780014
2756,4670,3,1,3,4,2,8,8,7,10,4343349
2757,3744,3,5,3,19,0,3,8,10,38,4226998
2758,2942,6,3,3,21,3,8,6,10,36,5840435
2759,1349,2,4,2,32,3,10,6,3,9,4517164
2760,2033,5,5,2,17,0,4,8,4,36,5318893
2761,3311,6,4,3,26,2,2,9,1,32,6439475
2762,4364,2,3,3,28,2,3,9,10,1,3062726
2763,1746,1,1,2,21,1,2,4,5,16,1584285
2764,2685,5,1,3,8,0,9,6,4,6,4720756
2765,1640,6,4,1,9,2,3,8,1,20,6261241
2766,4641,4,4,3,35,0,8,6,2,13,5080327
2767,2809,2,5,1,27,0,2,9,6,48,3701727
2768,1516,1,2,2,1,3,7,4,4,42,2986261
2769,910,2,5,2,2,0,5,4,5,20,3507357
2770,1735,5,2,1,14,3,6,4,7,38,4625332
2771,2467,5,2,1,15,2,3,8,1,40,5260483
2772,4027,2,3,1,37,1,10,7,9,28,3441209
2773,1325,2,3,1,9,1,10,4,9,13,3225653
2774,3389,6,5,2,17,0,9,1,10,23,6008917
2775,2301,1,5,2,21,3,6,3,6,50,3160703
2776,1326,1,2,1,13,2,1,2,3,25,1603924
2777,2511,1,4,3,24,2,2,2,1,8,2401984
2778,4843,6,2,3,22,0,2,6,10,4,4636451
2779,4060,1,5,3,33,2,8,2,2,1,3959766
2780,1407,3,1,3,38,0,3,9,1,2,2799559
2781,1345,4,3,2,23,3,4,9,1,9,5241421
2782,4853,4,2,3,32,3,10,6,3,45,5137690
2783,1858,5,3,2,35,1,4,2,6,25,4315044
2784,731,5,5,3,23,0,4,7,5,1,5217986
2785,3717,1,3,2,10,1,5,10,7,18,3387957
2786,4901,5,1,2,32,0,9,4,7,2,4337486
2787,2821,4,4,2,28,0,1,10,3,2,4367018
2788,4410,6,2,1,4,2,8,3,7,34,6055363
2789,699,2,1,1,15,2,6,1,2,45,2262128
2790,3542,5,1,3,40,1,5,10,5,38,4131444
2791,1628,6,4,2,34,3,3,5,1,16,6150931
2792,4635,3,1,1,8,1,6,6,6,28,3674316
2793,2937,1,5,3,15,3,5,4,7,2,3387165
2794,2140,4,2,2,18,1,8,8,1,44,4995308
2795,4982,1,4,2,4,0,7,10,4,14,4019734
2796,2371,3,1,2,19,2,2,3,3,10,2607111
2797,3776,1,3,3,31,2,5,2,5,39,2129798
2798,704,6,4,1,0,0,9,10,4,45,6636412
2799,3208,5,4,3,12,3,6,6,5,50,6217298
2800,3952,1,5,2,4,1,2,6,5,32,3227415
2801,1310,2,2,1,21,2,2,5,4,1,2560460
2802,2908,6,5,3,38,1,6,10,6,22,6388689
2803,4250,1,3,3,40,2,3,4,5,31,2409229
2804,928,1,5,1,30,1,3,8,10,3,2438422
2805,4355,3,3,2,31,3,2,3,9,44,3493880
2806,3482,6,3,3,27,2,10,1,6,10,6164312
2807,1141,2,4,1,16,2,5,10,7,41,3579716
2808,4817,6,4,2,31,2,3,4,6,44,6024091
2809,3988,6,5,3,40,3,8,1,1,33,6698469
2810,2241,6,1,1,31,3,1,3,9,47,3908966
2811,4189,2,4,3,17,0,8,8,8,9,3987281
2812,3007,5,1,3,3,0,4,3,7,5,4058148
2813,2109,3,4,3,18,1,6,7,6,30,4213850
2814,825,3,2,3,38,0,4,4,3,33,2409130
2815,3813,5,4,3,31,0,3,8,4,1,5352177
2816,1959,4,5,1,10,2,8,10,3,27,6079792
2817,1933,6,3,1,3,2,8,2,3,34,6185501
2818,2006,5,2,3,2,2,7,4,1,9,5075549
2819,3569,3,3,2,38,1,5,10,10,7,3768008
2820,3922,1,3,1,2,3,9,7,1,6,4338326
2821,3521,4,5,2,1,3,7,4,8,22,5787186
2822,2501,4,5,1,0,1,1,7,8,24,5065817
2823,4859,1,1,3,36,1,7,9,6,9,2166790
2824,3611,6,5,2,20,0,9,6,9,42,6525409
2825,620,3,5,1,2,1,7,7,7,17,4967631
2826,4020,6,4,2,9,0,10,7,10,24,6605229
2827,662,2,1,3,30,2,6,8,6,9,2288400
2828,3430,3,4,1,32,1,3,9,7,36,3680820
2829,4689,4,1,1,0,1,7,9,7,41,4755112
2830,4908,5,1,1,25,3,6,5,10,12,4916992
2831,4760,2,5,2,29,3,2,7,2,6,4072535
2832,1433,2,5,2,33,3,6,2,5,16,3770919
2833,3700,1,1,3,12,1,4,6,10,46,1881937
2834,3812,4,5,2,9,0,3,7,2,15,5337006
2835,4475,5,4,2,39,2,6,10,8,25,5914961
2836,4748,5,5,2,22,1,9,9,1,39,6935262
2837,4427,5,5,3,40,0,4,2,6,9,5217399
2838,2482,5,2,3,30,0,1,10,1,28,4406527
2839,3558,3,4,1,25,2,6,2,6,40,4335908
2840,748,5,5,2,22,3,1,7,10,36,4971491
2841,3385,5,4,2,7,0,3,6,4,22,5303436
2842,3097,6,5,3,26,0,4,3,1,9,5980191
2843,1358,4,2,3,24,3,6,6,8,3,4155838
2844,1547,1,3,1,9,2,7,2,6,6,3055589
2845,2976,1,1,2,20,1,5,1,7,33,1503522
2846,748,4,2,2,35,0,4,8,10,48,3176991
2847,3285,3,2,1,34,1,6,4,9,28,3031572
2848,3189,5,5,2,37,0,3,1,10,43,4360930
2849,2915,5,3,3,17,0,9,3,5,44,5275864
2850,4325,1,4,2,23,0,2,5,1,17,2778839
2851,1351,1,1,3,30,3,8,2,8,6,1781496
2852,2671,3,1,3,24,2,5,6,10,9,2848123
2853,4148,3,1,1,37,1,5,4,1,33,3284544
2854,4242,1,2,2,7,0,7,1,7,35,2382601
2855,1038,5,4,2,23,2,7,6,4,49,5589762
2856,1960,4,5,3,39,3,8,8,1,46,5723658
2857,1587,2,3,3,37,0,2,9,7,21,2175117
2858,2930,4,2,3,40,3,6,1,10,6,3760915
2859,1967,3,5,2,22,2,3,5,5,20,3990414
2860,1156,1,5,1,32,0,7,4,3,39,2996352
2861,3860,5,3,2,17,0,8,7,6,18,5565413
2862,872,1,3,3,26,3,9,2,3,41,2600595
2863,1598,2,5,3,5,2,7,1,7,24,3844292
2864,3522,1,4,3,17,3,9,6,8,33,4045685
2865,4112,3,5,3,3,1,3,2,2,48,4774874
2866,3097,6,4,3,18,1,8,1,2,3,6338365
2867,843,5,4,2,20,2,8,8,9,28,5680478
2868,4519,1,3,3,7,1,10,2,9,23,3259436
2869,1394,1,4,1,17,3,2,8,4,20,3011581
2870,2914,2,4,2,12,2,6,8,6,17,4431133
2871,3361,2,5,1,20,1,3,1,4,33,3462718
2872,4782,4,4,2,4,2,7,10,4,34,6324654
2873,3884,3,4,2,21,1,3,6,8,7,3791005
2874,4239,6,1,1,18,2,5,2,1,11,5035280
2875,1446,1,4,3,40,1,1,3,9,35,1493852
2876,2825,6,3,1,39,1,5,7,5,9,5775605
2877,1063,2,1,2,38,2,1,7,4,37,1766308
2878,4491,3,3,1,21,3,6,2,8,4,4413646
2879,1739,2,4,1,16,2,4,7,8,2,3644520
2880,1691,2,3,2,23,0,5,3,6,50,2355900
2881,4755,4,1,1,21,3,1,3,6,22,3404293
2882,2880,5,3,2,26,3,4,10,9,12,5241487
2883,971,4,2,2,39,3,1,7,6,40,3334729
2884,1369,6,2,1,24,2,5,5,1,12,5446156
2885,3738,4,3,1,15,3,6,9,3,48,5606380
2886,4726,6,4,2,2,3,9,4,7,15,7244579
2887,3120,5,5,3,16,2,6,1,9,13,5585858
2888,4291,3,5,2,5,2,1,7,3,38,5033415
2889,2308,5,4,3,4,0,10,5,6,3,6040505
2890,1566,1,2,1,21,0,9,3,1,33,2449751
2891,1787,3,1,2,40,2,4,9,1,6,3460682
2892,1557,4,5,3,17,1,2,4,10,40,4412291
2893,4852,3,4,3,22,2,9,5,7,43,4947830
2894,2025,2,5,1,19,0,2,8,9,30,3130832
2895,1265,4,1,2,16,3,4,3,1,21,3744306
2896,4679,1,5,3,24,2,10,8,7,44,4498128
2897,1156,1,1,3,18,1,6,1,7,20,1628940
2898,4010,3,5,1,32,2,10,5,8,48,4933770
2899,2936,5,2,3,23,2,9,10,6,23,5599858
2900,3325,5,5,2,33,0,10,4,5,16,6193323
2901,1979,1,3,2,4,1,4,9,3,19,3248319
2902,3687,1,5,3,4,1,7,7,2,7,4163545
2903,3888,2,4,2,34,3,10,10,3,4,4819899
2904,4642,1,3,1,38,3,10,2,1,24,3300960
2905,4103,6,2,3,23,2,9,7,7,12,6348587
2906,1703,2,3,2,4,0,2,2,10,40,2170869
2907,4881,4,3,3,14,1,10,7,5,2,5526773
2908,3658,2,5,2,20,0,2,5,4,32,3407794
2909,4654,2,1,1,1,1,8,7,8,36,3281600
2910,3259,5,1,3,30,1,9,9,8,5,4826460
2911,3255,1,5,1,24,0,6,10,1,37,3955218
2912,4819,1,5,3,7,0,4,7,10,9,3533534
2913,2769,1,3,3,5,1,10,8,8,17,3644905
2914,2877,3,3,3,24,3,3,6,9,18,4022183
2915,3750,2,3,2,37,1,8,2,4,31,3219002
2916,2492,3,1,3,17,2,2,4,1,41,2991414
2917,3549,1,2,2,7,1,1,1,2,37,2118542
2918,2184,4,2,1,21,0,9,6,3,5,4270656
2919,2323,2,1,1,15,3,7,4,7,4,2811139
2920,2688,6,3,1,16,0,2,4,7,41,4739726
2921,1831,3,2,3,9,1,6,8,5,26,3940967
2922,3232,6,5,1,3,0,1,7,2,50,6268909
2923,3012,3,4,2,27,3,2,8,4,31,4478212
2924,4963,6,1,1,30,0,4,7,4,32,4664723
2925,2318,6,3,3,25,0,10,2,7,50,5192102
2926,4458,6,4,3,24,2,9,4,4,48,6452580
2927,904,6,5,3,30,0,1,9,9,24,5174841
2928,2687,4,2,3,32,2,2,9,6,33,3832021
2929,3446,4,4,1,16,2,7,10,5,3,5457835
2930,1227,4,5,1,28,1,10,9,3,21,5980863
2931,1545,6,3,1,8,2,9,5,3,27,6622109
2932,1600,2,4,1,23,0,8,2,9,44,3178339
2933,2590,1,5,2,27,2,3,9,7,22,3168728
2934,3254,1,5,1,32,0,4,9,5,34,3118811
2935,2206,4,1,3,12,3,4,6,3,41,3867481
2936,2061,2,3,1,0,0,2,8,3,3,3175417
2937,831,4,5,1,23,0,5,8,10,28,4278567
2938,1113,1,4,3,12,3,6,4,8,8,3160526
2939,3354,6,3,1,38,0,9,2,7,13,5152629
2940,4328,6,2,3,16,0,10,9,1,6,6380211
2941,3317,4,5,2,29,3,5,5,8,25,5509807
2942,2516,2,3,1,32,0,8,8,2,2,3691672
2943,4966,2,3,1,18,2,7,8,9,18,3761091
2944,3354,6,2,3,28,3,6,7,5,31,5842444
2945,2812,1,1,3,1,2,2,2,2,23,2175674
2946,2493,5,1,3,9,2,7,2,8,13,4718269
2947,2740,2,3,2,37,0,8,5,6,23,3080294
2948,1847,1,1,2,39,1,3,1,6,2,1140916
2949,1954,5,5,3,10,1,7,4,7,40,5755932
2950,4053,4,3,1,23,0,9,9,7,40,5112773
2951,1421,3,3,3,15,1,5,7,1,11,3898556
2952,3141,6,1,2,18,0,5,1,5,29,4445324
2953,3007,1,2,3,11,1,5,10,10,29,2536362
2954,4861,1,2,1,21,0,3,3,8,8,1847962
2955,1204,3,3,1,10,2,5,7,1,12,4491472
2956,3099,2,5,3,15,1,2,1,7,6,3102844
2957,4808,6,4,3,39,1,7,1,8,39,5505595
2958,2406,2,1,3,1,1,6,10,9,29,3166412
2959,3924,1,1,1,33,0,4,8,2,29,1603749
2960,2151,1,3,2,8,1,5,8,1,33,3080702
2961,1690,3,2,2,26,3,8,1,3,9,3505213
2962,2216,1,4,3,10,0,4,1,5,28,2206548
2963,2272,1,4,1,0,1,4,1,9,22,2559160
2964,2650,4,5,2,31,2,1,10,8,17,4667030
2965,1663,6,2,2,23,2,3,8,6,17,5310657
2966,1928,4,3,3,19,3,10,1,8,43,4909325
2967,3223,4,4,3,5,2,9,6,9,39,5682306
2968,3146,4,4,1,2,1,2,4,2,36,4559447
2969,1423,4,1,2,6,2,4,1,1,23,3828327
2970,4600,3,1,2,24,1,9,3,6,35,3537631
2971,1828,2,3,1,30,1,9,6,6,47,3457068
2972,1023,4,1,3,24,0,2,8,6,19,3154165
2973,3940,4,4,2,8,0,1,3,1,27,4206403
2974,3002,4,4,2,17,0,4,10,4,50,4927862
2975,1458,1,5,3,11,1,3,1,10,9,2498911
2976,1821,3,4,2,36,2,8,5,4,19,4480904
2977,2222,6,3,1,40,0,2,3,8,24,4063643
2978,3384,2,5,3,35,1,8,8,4,42,4476839
2979,1505,2,4,3,34,1,4,3,8,34,2556252
2980,3280,1,3,1,8,1,1,9,9,44,2137273
2981,1891,5,1,2,12,3,4,10,3,22,5105186
2982,1932,6,1,2,6,1,1,1,8,23,3807216
2983,3134,6,4,3,10,0,5,1,3,35,5844815
2984,1912,1,5,3,1,3,4,3,3,6,3512040
2985,664,2,2,1,34,0,9,1,3,23,2497744
2986,2315,4,3,2,10,0,5,7,3,45,4751872
2987,1944,1,3,3,4,1,9,6,10,27,3269492
2988,4051,5,1,2,30,1,10,3,9,36,4268487
